gene_id	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count
gene18212	0.00	2.00	2.00	0.00	0.00	6.00	0.00	0.00	58.00	71.00	30.00	3.00	417.00
gene18213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	4.00
gene18216	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	6.00
gene18217	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18218	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18219	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1822	11.00	0.00	5.00	6.00	0.00	5.00	3.00	14.00	0.00	3.00	4.00	23.00	166.00
gene18220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18221	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	2.00	0.00
gene18222	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18223	231.00	50.00	392.00	136.00	73.00	167.00	52.00	127.00	148.00	497.00	584.00	1466.00	1525.00
gene18224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18225	853.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	4.00	1.00	2.00
gene18226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene18227	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	4.00	0.00	15.00
gene18228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18229	1.00	2.00	5.00	0.00	0.00	125.00	0.00	23.00	0.00	2.00	1.00	2.00	8.00
gene1823	93.00	109.00	436.00	290.00	66.00	115.00	104.00	76.00	280.00	357.00	87.00	277.00	803.00
gene18230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.00
gene18231	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	8.00
gene18232	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18234	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene18236	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00
gene18237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1824	128.00	5.00	12.00	5.00	100.00	1.00	0.00	13.00	21.00	5.00	12.00	0.00	47.00
gene18240	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18242	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18243	49.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	2.00	3.00
gene18244	1.00	8.00	17.00	17.00	10.00	176.00	42.00	59.00	10.00	13.00	0.00	42.00	87.00
gene18245	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18246	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18247	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	7.00	0.00	0.00	1.00	9.00
gene18248	31.00	0.00	16.00	2.00	139.00	32.00	0.00	7.00	164.00	14.00	8.00	1.00	9.00
gene18249	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene1825	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	1.00	0.00	0.00	3.00
gene18250	3.00	0.00	0.00	0.00	0.00	0.86	0.00	2.00	7.00	1.00	0.00	0.00	48.49
gene18251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18255	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18256	0.00	0.00	0.74	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	56.50
gene18257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18258	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	21.00
gene18259	0.00	1.00	3.00	0.00	0.00	2.00	0.00	4.00	9.00	0.00	0.00	0.00	3.00
gene1826	62.00	6.00	14.00	0.00	20.00	11.00	0.00	4.00	23.00	3.00	1.00	3.00	138.00
gene18260	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18261	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18262	9.00	0.00	9.00	0.00	0.00	4.00	0.00	0.00	5.00	9.00	0.00	0.00	8.00
gene18263	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18264	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene18265	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18266	33.69	0.00	0.00	1.66	0.00	0.00	0.00	0.56	6.80	15.19	8.59	13.07	191.69
gene18267	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene18268	16.00	0.00	7.00	2.00	11.00	8.00	0.00	5.00	1.00	5.00	6.00	5.00	53.00
gene18269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1827	2.00	0.00	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	21.00
gene18271	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	9.00	0.00	2.00	2.00	1.00
gene18272	5.00	0.00	0.00	0.00	0.00	0.00	14.00	0.00	0.00	4.00	0.00	0.00	156.00
gene18273	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18275	2.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	10.00
gene18276	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18277	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	5.00
gene18278	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	14.00
gene18279	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	6.00
gene1828	9.00	3.00	9.00	4.00	21.00	5.00	14.00	0.00	10.00	7.00	5.00	7.00	53.00
gene18280	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
gene18281	0.00	0.00	0.00	0.00	0.00	0.00	9.00	0.00	0.00	6.00	0.00	0.00	0.00
gene18282	5.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
gene18283	0.00	0.00	2.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	24.47
gene18284	3.00	0.00	4.00	0.00	0.00	7.00	0.00	0.00	2.00	0.00	1.00	7.00	19.00
gene18285	2.00	0.00	0.00	5.00	0.00	0.00	0.00	7.00	0.00	7.00	2.00	4.00	10.00
gene18286	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18287	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18288	0.00	0.00	4.00	0.00	0.00	1.00	0.00	2.00	0.00	0.00	1.00	4.00	7.00
gene18289	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1829	0.00	3.00	0.00	10.00	2.00	13.00	11.00	2.00	40.00	5.00	6.00	6.00	139.00
gene18290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18291	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00
gene18292	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18293	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00
gene18294	0.00	0.00	6.26	0.00	0.00	3.00	0.00	3.00	0.00	1.00	2.00	0.00	173.31
gene18295	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18296	3.00	1.00	6.00	0.00	22.00	3.00	7.00	0.00	2.00	0.00	0.00	1.00	19.00
gene18297	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18298	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18299	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene183	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1830	44.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
gene18300	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	4.00	1.00	7.00
gene18301	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	13.00
gene18302	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.00
gene18303	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18304	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18305	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	7.00
gene18306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18307	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18308	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	10.00
gene18309	4.00	0.00	8.00	0.00	0.00	21.00	0.00	9.00	24.00	19.00	115.00	2.00	6901.00
gene1831	33.00	129.00	314.00	117.00	126.00	60.00	56.00	34.00	88.00	168.00	88.00	112.00	338.00
gene18310	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18311	1887.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	13.00	0.00	0.00
gene18312	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18315	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18316	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18317	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18318	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	8.00	0.00	8.00
gene18319	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	6.08
gene1832	379.00	17.00	19.00	24.00	10.00	93.00	37.00	47.00	129.00	12.00	21.00	20.00	170.00
gene18320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18321	0.00	7.00	8.00	0.00	0.00	4.00	0.00	0.00	8.00	0.00	2.00	0.00	19.00
gene18322	3.00	0.00	0.00	0.00	6.00	7.00	0.00	0.00	41.00	3.00	0.00	0.00	34.00
gene18323	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18324	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18325	4.00	270.00	31.00	72.00	66.00	23.00	1057.00	157.00	72.00	17.00	12.00	13.00	14.00
gene18326	24.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
gene18327	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18328	0.00	11.00	23.00	13.00	0.00	38.00	9.00	9.00	25.00	0.00	1.00	1.00	0.00
gene18329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1833	172.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	10.00	0.00	143.00
gene18330	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18331	0.00	0.00	9.00	0.00	0.00	5.00	0.00	5.00	0.00	1.00	0.00	1.00	12.00
gene18332	23.00	0.00	9.00	3.00	0.00	0.00	0.00	11.00	0.00	9.00	1.00	1.00	11.00
gene18333	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18334	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18335	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene18336	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene18337	0.00	1.00	9.00	0.00	0.00	8.00	0.00	5.00	2.00	1.00	6.00	32.00	32.00
gene18338	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00
gene18339	0.00	0.00	1.00	0.00	0.00	9.00	0.00	8.00	1.00	0.00	0.00	0.00	0.00
gene1834	8.00	24.00	9.00	15.00	0.00	15.00	5.00	6.00	16.00	0.00	12.00	8.00	12.00
gene18340	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18341	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18342	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18343	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	8.00	1.00	3.00	0.00	3.00
gene18344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18345	79.00	0.00	10.00	0.00	0.00	18.00	0.00	0.00	22.00	50.00	46.00	12.00	62.00
gene18346	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18348	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18349	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	56.00	6.00	0.00	3.00	5.00
gene1835	41.00	42.00	109.00	93.00	70.00	82.00	27.00	65.00	91.00	28.00	764.00	118.00	1006.00
gene18350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18351	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
gene18352	40.00	0.00	30.00	11.00	8.00	18.00	3.00	16.00	24.00	14.00	23.00	33.00	55.00
gene18353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18354	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18356	63.00	10.00	83.00	10.00	15.00	33.00	5.00	16.00	23.00	24.00	108.00	6.00	68.00
gene18357	8.00	0.00	20.00	4.00	0.00	13.00	0.00	12.00	16.00	6.00	0.00	0.00	9.00
gene18358	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18359	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene18360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18361	25.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	7.00
gene18362	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18363	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18364	2.00	0.00	0.00	0.00	60.00	0.00	0.00	0.00	244.00	0.00	11.00	0.00	645.00
gene18365	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18368	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene18369	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1837	26.15	0.00	0.00	4.00	0.00	3.00	0.00	0.00	0.00	0.00	1.00	2.00	586.96
gene18370	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
gene18371	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	3.00
gene18372	52.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	2.00	4.00	10.00	4.00	17.00
gene18373	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18374	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene18375	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18376	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18377	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18378	0.00	2.00	2.00	0.00	0.00	5.00	3.00	2.00	0.00	0.00	0.00	0.00	2.00
gene18379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1838	402.00	104.00	309.00	198.00	117.00	207.00	118.00	168.00	223.00	185.00	132.00	85.00	811.00
gene18380	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18381	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18382	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18383	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	36.08
gene18384	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18385	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18386	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene18387	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18388	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00
gene18389	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1839	425.00	586.00	841.00	779.00	104.00	943.00	330.00	579.00	794.00	271.00	807.00	384.00	2511.00
gene18390	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18391	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18392	5.00	0.00	8.00	0.00	0.00	7.00	0.00	8.00	0.00	0.00	0.00	1.00	0.00
gene18393	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18394	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18395	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18396	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00	1.00	0.00	49.92
gene18397	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	0.00	0.00	0.00	1.00	77.00
gene18398	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18399	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
gene184	88.00	0.00	7.00	0.00	20.00	8.00	8.00	0.00	7.00	68.00	3.00	9.00	12.00
gene1840	29.00	69.00	109.00	138.00	29.00	145.00	45.00	107.00	78.00	24.00	19.00	57.00	360.00
gene18400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18401	0.00	0.00	3.00	0.00	0.00	1.00	0.00	6.00	8.00	1.00	1.00	2.00	23.00
gene18402	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18403	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18404	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18405	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18406	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18407	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18408	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
gene18409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1841	26.00	14.00	7.00	33.00	27.00	60.00	53.00	9.00	35.00	129.00	8.00	9.00	424.00
gene18410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18411	21.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	4.00	69.00	23.00	1.00	60.00
gene18412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18413	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18414	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
gene18415	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18416	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00
gene18417	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18418	1.00	0.00	0.00	3.00	0.00	5.00	0.00	2.00	0.00	1.00	0.00	1.00	9.00
gene18419	35.00	0.00	0.00	4.00	0.00	1.00	0.00	6.00	0.00	61.00	15.00	8.00	113.00
gene1842	10.00	7.00	42.00	42.00	7.00	174.00	49.00	86.00	257.00	8.00	70.00	46.00	214.00
gene18420	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene18421	2.00	78.50	1.00	22.00	0.00	439.20	1.93	53.60	722.19	7.00	21.40	2.00	7.73
gene18422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18423	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18424	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18425	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18427	1.00	0.00	0.00	0.00	0.00	24.00	0.00	17.00	4.00	0.00	14.00	5.00	38.00
gene18428	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene18429	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1843	1484.00	614.00	2575.00	1010.00	400.00	1236.00	695.00	1114.00	590.00	3236.00	3694.00	6463.00	5338.00
gene18430	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18431	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene18432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
