gene_id	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count	expected_count
gene12250	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.19
gene12251	161.00	18.00	47.00	40.00	14.00	10.00	3.00	3.00	6.00	64.00	118.00	70.00	99.00
gene12252	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12255	19.00	21.00	11.00	19.00	0.00	3.00	0.00	7.00	16.00	20.00	3.00	3.00	137.00
gene12256	3.00	39.00	148.00	73.00	7.00	51.00	5.00	59.00	66.00	10.00	7.00	18.00	144.00
gene12257	0.00	0.00	0.00	3.00	0.00	2.00	0.00	1.00	4.00	0.00	0.00	0.00	9.00
gene12258	10.00	17.00	65.00	44.00	15.00	42.00	0.00	28.00	11.00	9.00	5.00	13.00	103.00
gene12259	42.00	33.00	271.00	97.00	0.00	24.00	24.00	32.00	58.00	31.00	62.00	250.00	247.00
gene1226	5.00	6.00	45.00	64.00	11.00	16.00	8.00	21.00	27.00	73.00	8.00	19.00	212.00
gene12260	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00
gene12261	22.00	0.00	38.00	0.00	0.00	10.00	0.00	3.00	16.00	14.00	15.00	5.00	165.00
gene12262	0.00	74.00	201.00	107.00	84.00	106.00	79.00	122.00	71.00	0.00	23.00	302.00	14.00
gene12263	1.00	5.00	52.00	14.00	24.00	22.00	13.00	6.00	37.00	5.00	316.00	51.00	281.00
gene12264	16.00	35.00	140.00	80.00	1108.00	788.00	73.00	102.00	818.00	26.00	727.00	227.00	540.00
gene12265	13.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	16.00	0.00	938.00
gene12266	79.00	14.00	90.00	52.00	15.00	66.00	29.00	77.00	281.00	7.00	364.00	14.00	320.00
gene12267	1.00	0.00	11.00	0.00	0.00	27.00	5.00	15.00	9.00	6.00	26.00	11.00	51.00
gene12268	109.00	36.00	1.00	22.00	6.00	59.00	60.00	25.00	27.00	29.00	15.00	2.00	580.00
gene12269	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1227	887.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	1.00	0.00	0.00	0.00
gene12270	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12271	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12272	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene12273	117.00	322.00	1135.00	356.00	16.00	774.00	282.00	588.00	631.00	146.00	451.00	1328.00	653.00
gene12274	852.00	360.00	1484.00	730.00	155.00	928.00	345.00	599.00	611.00	465.00	734.00	1567.00	3767.00
gene12275	1334.00	1.00	4.00	2.00	1.00	7.00	0.00	0.00	3.00	1.00	249.00	0.00	767.00
gene12276	0.00	0.00	0.00	0.00	0.00	27.00	0.00	8.00	0.00	4.00	2.00	5.00	15.00
gene12277	15.00	6.00	25.00	11.00	0.00	56.00	26.00	30.00	28.00	16.00	10.00	21.00	100.00
gene12278	5.00	0.00	11.00	0.00	0.00	206.00	71.00	68.00	0.00	1.00	1.00	0.00	4.00
gene12279	108.00	476.00	617.00	490.00	248.00	908.00	331.00	576.00	448.00	292.00	187.00	216.00	2052.00
gene1228	40.00	100.00	247.00	148.00	83.00	95.00	3.00	57.00	83.00	15.00	64.00	82.00	318.00
gene12280	623.00	392.00	1191.00	503.00	544.00	409.00	205.00	236.00	1660.00	321.00	1403.00	685.00	2341.00
gene12281	2.00	28.00	35.00	51.00	0.00	51.00	15.00	24.00	34.00	8.00	3.00	57.00	99.00
gene12282	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	10.00	5.00	10.00	29.00
gene12283	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	90.00
gene12284	971.00	20.00	63.00	60.00	58.00	24.00	6.00	63.00	23.00	61.00	99.00	97.00	429.00
gene12285	968.00	83.00	141.00	137.00	30.00	75.00	28.00	43.00	84.00	55.00	55.00	78.00	389.00
gene12286	34.00	60.00	157.00	67.00	33.00	183.00	65.00	113.00	207.00	46.00	74.00	26.00	122.00
gene12287	125.00	0.00	8.00	0.00	0.00	13.00	7.00	3.00	24.00	1.00	1.00	3.00	38.00
gene12288	2.00	1.00	0.00	0.00	43.00	1.00	0.00	0.00	15.00	9.00	11.00	1.00	1.00
gene12289	253.00	102.00	361.00	129.00	81.00	97.00	90.00	103.00	85.00	56.00	2897.00	182.00	749.00
gene1229	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	0.00	32.00	0.00	60.00
gene12290	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00
gene12291	35.00	104.00	45.00	92.00	20.00	81.00	33.00	41.00	26.00	88.00	16.00	29.00	480.00
gene12292	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene12293	361.00	60.00	191.00	41.00	5.00	56.00	18.00	26.00	44.00	382.00	297.00	137.00	442.00
gene12294	165.00	41.00	73.00	55.00	78.00	140.00	72.00	113.00	151.00	0.00	16.00	97.00	17.00
gene12295	99.00	119.00	494.00	368.00	23.00	304.00	94.00	234.00	121.00	99.00	142.00	326.00	2031.00
gene12296	14.00	51.00	71.00	55.00	22.00	297.00	28.00	167.00	179.00	20.00	19.00	54.00	231.00
gene12297	58.00	68.00	150.00	104.00	14.00	119.00	43.00	71.00	89.00	47.00	6.00	55.00	928.00
gene12298	3076.00	3467.00	6525.00	4944.00	466.00	5080.00	2241.00	3390.00	2158.00	1200.00	2325.00	5816.00	8154.00
gene12299	24.00	0.00	1.00	0.00	24.00	0.00	0.00	0.00	22.00	0.00	0.00	0.00	0.00
gene123	79.00	0.00	6.00	0.00	0.00	15.00	11.00	19.00	8.00	3.00	12.00	1.00	25.00
gene1230	219.00	3.00	4.00	0.00	0.00	0.00	0.00	0.00	13.00	0.00	11.00	3.00	171.00
gene12300	0.00	2.00	8.00	11.00	0.00	5.00	0.00	0.00	7.00	2.00	1.00	0.00	14.00
gene12301	58.00	6.00	18.00	17.00	0.00	11.00	38.00	13.00	24.00	52.00	23.00	16.00	172.00
gene12302	234.00	46.00	274.00	117.00	0.00	136.00	70.00	98.00	342.00	328.00	209.00	337.00	1597.00
gene12303	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.00
gene12304	580.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00	0.00	1.00	1.00	0.00	5.00
gene12305	455.00	160.00	258.00	246.00	40.00	417.00	80.00	206.00	189.00	63.00	43.00	85.00	1061.00
gene12306	131.00	48.00	129.00	137.00	0.00	186.00	54.00	123.00	151.00	59.00	86.00	182.00	1056.00
gene12307	6.00	35.00	38.00	24.00	17.00	36.00	0.00	45.00	109.00	11.00	20.00	8.00	60.00
gene12308	15.00	128.00	33.00	25.00	143.00	17.00	14.00	23.00	51.00	0.00	0.00	7.00	7.00
gene12309	9.00	0.00	0.00	0.00	12.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	1.00
gene1231	76.00	16.00	40.00	42.00	26.00	106.00	23.00	49.00	113.00	26.00	67.00	56.00	305.00
gene12310	146.00	40.00	330.00	92.00	0.00	300.00	91.00	250.00	71.00	139.00	341.00	267.00	935.00
gene12311	146.00	67.00	331.00	197.00	11.00	288.00	127.00	179.00	271.00	158.00	90.00	181.00	1023.00
gene12312	28.00	0.00	2.00	0.00	15.00	6.00	14.00	5.00	0.00	16.00	3.00	2.00	10.00
gene12313	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene12314	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
gene12315	188.00	87.00	414.00	140.00	0.00	144.00	159.00	151.00	131.00	130.00	192.00	122.00	1583.00
gene12316	129.00	0.00	4.00	0.00	0.00	22.00	14.00	2.00	16.00	25.00	8.00	6.00	904.00
gene12317	78.00	81.00	546.00	266.00	54.00	492.00	142.00	346.00	237.00	66.00	48.00	78.00	283.00
gene12318	24.00	0.00	45.00	9.00	0.00	25.00	4.00	15.00	5.00	17.00	23.00	30.00	79.00
gene12319	12.00	6.00	50.00	11.00	11.00	34.00	16.00	17.00	24.00	26.00	19.00	28.00	197.00
gene1232	7235.00	851.00	5003.00	1970.00	381.00	1124.00	574.00	960.00	1474.00	2446.00	3180.00	5463.00	8043.00
gene12320	5.00	17.74	6.30	18.93	0.00	1.00	0.00	6.78	0.00	0.00	0.00	2.00	4.00
gene12321	109.00	41.00	99.00	55.00	13.00	60.00	0.00	29.00	79.00	35.00	39.00	57.00	450.00
gene12322	73.00	6.00	37.00	0.00	0.00	17.00	0.00	10.00	12.00	15.00	10.00	33.00	47.00
gene12323	112.00	55.00	462.00	129.00	44.00	365.00	19.00	192.00	440.00	289.00	105.00	123.00	463.00
gene12324	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
gene12325	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	69.00
gene12326	46.00	0.00	0.00	6.00	18.00	8.00	0.00	2.00	32.00	26.00	528.00	6.00	301.00
gene12327	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	142.00
gene12328	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00
gene12329	1.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1233	7.00	0.00	21.00	0.00	20.00	17.00	7.00	15.00	30.00	18.00	24.00	15.00	119.00
gene12330	1.00	17.00	16.00	14.00	9.00	45.00	16.00	3.00	11.00	3.00	1.00	5.00	15.00
gene12331	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12332	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12333	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12334	5.00	11.00	17.00	0.00	17.00	0.00	0.00	0.00	2.00	0.00	3.00	12.00	1.00
gene12335	5.00	3.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	34.00	0.00	2.00	46.03
gene12336	0.00	0.00	28.00	14.00	0.00	492.00	55.00	125.00	11.00	0.00	0.00	20.00	2.00
gene12337	1073.00	27.00	18.00	14.00	0.00	45.00	19.00	16.00	43.00	7.00	10.00	18.00	102.00
gene12338	3.00	4.00	23.00	11.00	4.00	8.00	0.00	20.00	1.00	4.00	4.00	15.00	33.00
gene12339	252.00	40.00	285.00	155.00	129.00	289.00	49.00	162.00	290.00	186.00	80.00	45.00	371.00
gene1234	2.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene12340	113.00	0.00	69.00	11.00	0.00	33.00	0.00	39.00	31.00	47.00	123.00	59.00	178.00
gene12341	0.00	0.00	1.00	18.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	15.00
gene12342	1.00	5.00	0.00	0.00	0.00	6.00	0.00	11.00	3.00	2.00	1.00	0.00	7.00
gene12343	11.00	0.00	4.00	0.00	30.00	2.00	0.00	8.00	46.00	0.00	50.00	0.00	185.24
gene12344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12345	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12346	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	3.00	0.00	1.00	0.00	7.76
gene12347	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	1.00
gene12348	2.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	98.00	0.00	1.00	0.00	1.00
gene12349	10.00	0.00	4.00	0.00	0.00	0.00	6.00	3.00	2.00	5.00	3.00	2.00	26.00
gene1235	477.00	33.00	722.00	41.00	29.00	377.00	45.00	150.00	418.00	1437.00	1026.00	401.00	3400.00
gene12350	26.00	191.00	238.00	205.00	7.00	83.00	38.00	49.00	99.00	170.00	107.00	154.00	4545.00
gene12351	104.00	81.00	83.00	59.00	29.00	111.00	16.00	66.00	73.00	16.00	32.00	23.00	272.00
gene12352	0.00	0.00	7.00	0.00	0.00	2.00	0.00	2.00	1.00	0.00	0.00	4.36	7.28
gene12353	9600.00	35.00	120.00	18.00	7.00	37.00	15.00	19.00	73.00	60.00	41.00	66.00	258.00
gene12354	4.00	0.00	1.00	7.00	0.00	146.00	4.00	77.00	6.00	1.00	5.00	14.00	127.00
gene12355	0.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
gene12356	48.00	3.00	61.00	16.00	0.00	80.00	0.00	38.00	38.00	9.00	4.00	18.00	96.00
gene12357	35.00	7.00	110.00	44.00	59.00	96.00	30.00	37.00	99.00	99.00	124.00	56.00	370.00
gene12358	14.00	10.00	33.00	27.00	0.00	21.00	11.00	28.00	30.00	15.00	22.00	35.00	62.00
gene12359	674.00	0.00	5.00	1.00	0.00	15.00	4.00	22.00	0.00	1.00	7.00	3.00	16.00
gene1236	191.00	0.00	0.00	0.00	7.00	2.00	0.00	3.00	6.00	0.00	2.00	2.00	10.00
gene12360	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.00
gene12361	345.00	44.00	167.00	72.00	13.00	41.00	31.00	8.00	35.00	98.00	81.00	70.00	327.00
gene12362	0.00	24.00	0.00	0.00	0.00	0.00	42.00	7.00	0.00	0.00	0.00	0.00	29.00
gene12363	13.00	0.00	10.00	0.00	0.00	6.00	0.00	0.00	0.00	20.00	34.00	11.00	257.00
gene12364	567.00	4.00	58.00	18.00	0.00	25.00	18.00	8.00	25.00	5.00	14.00	117.00	63.00
gene12365	19.00	0.00	0.00	0.00	16.00	0.00	0.00	0.00	11.00	0.00	0.00	0.00	468.00
gene12366	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene12367	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12369	0.00	0.00	28.00	0.00	0.00	150.00	6.00	69.00	38.00	0.00	12.00	12.00	23.00
gene1237	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12370	0.00	9.00	48.00	12.00	14.00	111.00	7.00	47.00	111.00	6.00	29.00	63.00	28.00
gene12371	336.00	27.00	283.00	81.00	57.00	179.00	73.00	124.00	51.00	182.00	385.00	199.00	603.00
gene12372	848.00	75.00	636.00	205.00	76.00	340.00	66.00	226.00	236.00	790.00	364.00	363.00	1199.00
gene12373	0.00	3.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
gene12374	2.00	3.00	94.00	26.00	0.00	4.00	0.00	0.00	2.00	0.00	1.00	9.00	3.00
gene12375	1.00	1093.00	906.00	653.00	1.00	15591.00	6900.00	10224.00	4.00	0.00	5.00	373.00	2.00
gene12376	11.00	0.00	13.00	0.00	0.00	5.00	0.00	2.00	0.00	4.00	2.00	8.00	31.00
gene12377	208.04	440.92	2378.29	1469.50	19.00	296.93	147.00	291.32	176.17	31.00	197.01	557.35	341.99
gene12378	100.00	33.00	41.00	36.00	73.00	19.00	19.00	24.00	201.00	28.00	343.00	38.00	141.00
gene12379	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	15.00
gene1238	27.00	7.00	9.00	7.00	0.00	40.00	6.00	6.00	3.00	1.00	4.00	9.00	19.00
gene12380	2.00	0.00	4.00	22.00	0.00	1.00	0.00	0.00	0.00	813.00	1.00	0.00	783.00
gene12381	20.00	0.00	36.00	10.00	12.00	20.00	0.00	23.00	30.00	23.00	53.00	47.00	131.00
gene12382	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.00	0.00	0.00	3.00
gene12383	3228.00	114.00	253.00	190.00	0.00	8.00	1.00	4.00	22.00	3.00	33.00	131.00	4.00
gene12384	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	4.00	0.00	0.00	2.00
gene12385	34.00	33.00	18.00	73.00	0.00	76.00	10.00	21.00	37.00	10.00	14.00	17.00	125.00
gene12386	11.78	28.78	17.59	0.00	0.00	18.68	148.03	38.75	47.33	39.48	4.97	10.00	114.58
gene12387	16.00	0.00	11.00	5.00	0.00	2.00	0.00	2.00	33.00	60.00	68.00	19.00	138.00
gene12388	9.00	3.00	37.00	28.00	40.00	23.00	0.00	17.00	27.00	16.00	111.00	54.00	203.00
gene12389	9.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene1239	4.00	9.00	114.00	20.00	23.00	45.00	18.00	34.00	41.00	22.00	374.00	47.00	325.00
gene12390	5.00	0.00	10.00	6.00	26.00	14.00	0.00	3.00	4.00	14.00	1.00	2.00	166.00
gene12391	42.00	41.00	57.00	17.00	33.00	31.00	16.00	17.00	50.00	9.00	24.00	8.00	220.00
gene12392	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	11.00
gene12393	24.00	0.00	14.00	0.00	0.00	32.00	5.00	0.00	29.00	7.00	16.00	11.00	46.00
gene12394	341.00	57.00	100.00	59.00	6.00	61.00	14.00	62.00	84.00	24.00	50.00	120.00	712.00
gene12395	205.00	184.00	598.00	359.00	28.00	270.00	87.00	173.00	246.00	153.00	67.00	307.00	970.00
gene12396	16.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	4.00	3.00	1.00	20.00
gene12397	498.00	69.00	430.00	168.00	52.00	187.00	157.00	170.00	344.00	858.00	831.00	1983.00	1743.00
gene12398	37.00	140.00	163.00	94.00	0.00	82.00	68.00	80.00	28.00	48.00	7.00	27.00	225.48
gene12399	21.00	8.00	42.00	29.00	0.00	15.00	13.00	0.00	76.00	12.00	14.00	44.00	240.00
gene124	4.00	0.00	11.00	4.00	0.00	12.00	0.00	6.00	16.00	10.00	2.00	36.00	107.00
gene1240	26.00	0.00	1.00	0.00	5.00	14.00	0.00	5.00	25.00	373.00	95.00	3.00	593.00
gene12400	107.00	6.00	14.00	0.00	27.00	12.00	0.00	0.00	98.00	4.00	7.00	16.00	110.00
gene12401	407.00	3.00	89.00	14.00	55.00	116.00	34.00	60.00	18.00	53.00	58.00	72.00	255.00
gene12402	58.00	377.00	870.00	470.00	21.00	399.00	116.00	280.00	177.00	32.00	111.00	126.00	506.00
gene12403	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	20.00	0.00	0.00	885.00
gene12404	203.00	25.00	81.00	34.00	22.00	15.00	1.00	18.00	58.00	21.00	21.00	21.00	439.00
gene12405	55.00	2.00	5.00	0.00	2.00	13.00	0.00	0.00	72.00	1.00	86.00	1.00	469.00
gene12406	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12407	0.00	2.00	12.00	2.00	0.00	5.00	0.00	0.00	7.00	0.00	3.00	3.00	34.00
gene12408	13.00	5.00	36.00	11.00	0.00	74.00	0.00	38.00	44.00	9.00	11.00	10.00	190.00
gene12409	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene1241	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.00	1.00	0.00	65.00
gene12410	2.00	0.00	7.00	0.00	0.00	4.00	0.00	0.00	1592.59	32.39	2898.51	3.00	252.88
gene12411	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	161.00	8.00	14.00	0.00	71.00
gene12412	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	112.03	0.00	36.97
gene12413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	16.00	0.00	1.00	97.00
gene12414	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12415	16.00	0.00	13.00	20.00	14.00	24.00	0.00	24.00	6.00	0.00	23.00	23.00	28.00
gene12416	24.00	3.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	583.00	0.00	0.00	31.00
gene12417	83.00	390.00	416.00	347.00	26.00	424.00	252.00	364.00	139.00	236.00	26.00	85.00	430.00
gene12418	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.00
gene12419	34.00	10.00	120.00	63.00	6.00	65.00	24.00	45.00	73.00	75.00	15.00	37.00	261.00
gene1242	63.00	53.00	348.00	171.00	0.00	153.00	135.00	136.00	272.00	304.00	374.00	343.00	372.00
gene12420	0.00	0.00	3.00	10.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	18.00
gene12421	220.00	0.00	81.00	17.00	0.00	23.00	0.00	11.00	42.00	84.00	73.00	56.00	278.00
gene12422	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12423	19.00	0.00	6.00	0.00	0.00	1.00	0.00	0.00	7.00	3.00	10.00	2.00	11.00
gene12424	8.00	0.00	6.00	3.00	0.00	1.00	0.00	1.00	5.00	34.00	12.00	9.00	17.00
gene12425	26.00	20.00	91.00	66.00	0.00	51.00	37.00	39.00	23.00	4.00	4.00	5.00	36.00
gene12426	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12427	1.00	7.00	7.00	0.00	0.00	3.00	0.00	0.00	1.00	1.00	0.00	1.00	17.00
gene12428	3.00	35.00	26.00	22.00	0.00	15.00	0.00	5.00	23.00	8.00	1.00	22.00	129.00
gene12429	0.00	0.00	0.00	5.00	0.00	3.00	0.00	1.00	0.00	1.00	1.00	1.00	4.00
gene1243	58.00	10.00	63.00	32.00	14.00	54.00	3.00	20.00	72.00	37.00	147.00	78.00	371.00
gene12430	3.00	14.00	14.00	15.00	0.00	5.00	0.00	8.00	1.00	3.00	4.00	3.00	26.00
gene12431	0.00	0.00	5.00	2.00	5.00	5.00	1.00	5.00	7.00	0.00	1.00	1.00	3.00
gene12432	12.00	3.00	17.00	5.00	0.00	4.00	4.00	9.00	154.00	19.00	1.00	10.00	11.00
gene12433	2.00	0.00	0.00	0.00	11.00	2.00	0.00	0.00	61.00	5.00	1.00	1.00	135.00
gene12434	0.00	8.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00
gene12435	29.00	56.00	164.00	198.00	6.00	446.00	86.00	191.00	107.00	14.00	6.00	36.00	141.00
gene12436	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	2.00	0.00	0.00	0.00	17.98
gene12437	143.00	72.00	124.00	60.00	80.00	620.00	293.00	562.00	56.00	16.00	10.00	13.00	86.00
gene12438	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12439	5.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00
gene1244	816.00	51.00	99.00	56.00	27.00	266.00	73.00	101.00	127.00	81.00	93.00	50.00	678.00
gene12440	68.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	18.00	10.00	10.00	4.00	2935.00
gene12441	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12442	218.00	390.00	1977.00	798.00	57.00	552.00	197.00	537.00	649.00	582.00	478.00	1480.00	1685.00
gene12443	33.00	20.00	241.00	90.00	10.00	112.00	7.00	56.00	47.00	236.00	69.00	70.00	188.00
gene12444	21.00	0.00	27.00	4.00	12.00	26.00	12.00	15.00	15.00	35.00	15.00	22.00	105.00
gene12445	17.00	18.00	25.00	36.00	0.00	17.00	5.00	12.00	5.00	9.00	20.00	18.00	40.00
gene12446	145.00	0.00	20.00	0.00	44.00	10.00	2.00	12.00	46.00	8.00	15.00	5.00	85.00
gene12447	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4861.00
gene12448	7.00	0.00	3.00	0.00	0.00	11.00	0.00	3.00	1.00	17.00	18.00	11.00	74.00
gene12449	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene1245	182.00	35.00	205.00	93.00	4.00	63.00	36.00	47.00	100.00	473.00	433.00	186.00	1193.00
gene12450	19.00	17.00	48.97	25.00	7.00	32.00	11.00	9.00	57.00	51.00	69.13	23.00	294.07
gene12451	1.00	0.00	7.00	6.00	4.00	17.00	0.00	17.00	0.00	1.00	2.00	7.00	44.00
gene12452	76.00	52.00	164.00	145.00	45.00	58.00	45.00	26.00	54.00	97.00	50.00	55.00	520.00
gene12453	2.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	3.00	4.00	28.00
gene12454	5.00	0.00	7.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	4.00	15.00	20.00
gene12455	299.00	93.00	225.00	97.00	0.00	11.00	0.00	13.00	25.00	3.00	28.00	38.00	13.00
gene12456	37.00	39.00	44.00	37.00	10.00	22.00	9.00	27.00	52.00	19.00	38.00	52.00	242.00
gene12457	0.00	4.00	15.00	10.00	0.00	8.00	9.00	3.00	10.00	2.00	5.00	4.00	26.00
gene12458	3.00	0.00	13.00	17.00	29.00	26.00	0.00	2.00	25.00	5.00	1.00	6.00	72.00
gene12459	0.00	0.00	0.00	8.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
gene1246	5.00	10.00	2.00	0.00	0.00	168.00	11.00	8.00	0.00	0.00	0.00	0.00	2.00
gene12460	9.00	8.00	30.00	24.00	19.00	36.00	20.00	16.00	96.00	71.00	11.00	83.00	273.00
gene12461	22.00	3.00	49.00	2.00	16.00	24.00	0.00	6.00	21.00	8.00	3.00	17.00	127.00
gene12462	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12463	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12464	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
gene12465	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
gene12466	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12467	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
gene12468	14.00	4.00	1.00	13.00	2.00	13.00	8.00	15.00	4.00	4.00	1.00	2.00	39.00
gene12469	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	13.00
